text,true_label,predicted_label
lâu không nghe giờ nghe nghiện,neutral,neutral
xem mv cảm giác nôn nao muốn voiw gđ qúa lụng năm chỉ muốn tới dịp tết để đón tết sum vầy bên gđ thôi,neutral,neutral
anh thi rap việt anh,neutral,neutral
song make cortisol low,neutral,neutral
sắp tết nữa rồi mọi người ơi,neutral,neutral
top 1 rồi mừng ghê,criticism,neutral
lời bài hát giai điệu đều tai muốn nghe điệp khúc bật cao để thấy lòng trào dâng hạnh phúc như bài hát nhường,neutral,neutral
low cortisol,neutral,neutral
thành công nhà thất bại khỏi nhà,neutral,neutral
tết năm tới đón tết nhỉ nhà nhà 162021,neutral,neutral
bọn dislike tai trâu,neutral,neutral
bài không zing mp3,neutral,neutral
phúc tìm mình 1 ngừoi thôi,neutral,neutral
nhớ nhà,neutral,neutral
thấy,neutral,neutral
rê,neutral,neutral
sắp tết rồi thời gian trôi thật nhanh,praise,neutral
vãi nghe nghe thế 2 tháng nữa mới tết ước ngày mai tết,neutral,neutral
mình khóc xem mv bài hát tuyệt cảm ơn đức phúc,praise,neutral
highkey hot asl,neutral,neutral
oh no trả top 1 trending phúc,neutral,neutral
fel like im one search cortisol song,praise,neutral
low cocortisol,neutral,neutral
đức phúc hi,neutral,neutral
mình nghe gần 30 lần rồi luôn ba mẹ mình anh mình nhà đều ghiền luôn ngày nghe chúc anh thật thành công,praise,neutral
lời bài hát ý nghĩa nghe xong mình chỉ muốn chia sẻ mọi người ngay lập tức,criticism,neutral
lowest cortisol,neutral,neutral
khoái liền,praise,neutral
tachyon pleas stop danc,neutral,neutral
ạfan đức phúc tuy không lâu nhg cn tiếp tục fan anhmong anh bài hát đầy ý nghĩa như vầy nhìu hơn ạ 3,neutral,neutral
người mỹ hơn người việt nữa,neutral,neutral
nhạc tào lao,neutral,neutral
mn ơi tik tok đưa tui nek mn nek kiếm mãi h ms youtube dò chứ vô tik tok không trl,neutral,neutral
thực sự cảm ơn dức phúc,neutral,neutral
tết vui,praise,neutral
from bắc giang with love,neutral,neutral
absolut low cortisol,neutral,neutral
gút chóp,neutral,neutral
lụi tim,neutral,neutral
81 gia lai chào anh em,neutral,neutral
năm 18 tuổi cứ ngỡ nụ cười người yêu đẹp nhất niềm hạnh phúc bản thân năm 23 tuổi mới thấu nụ cười bác tờ polime mới tâm điểm mọi vấn đề cuộc sống,praise,neutral
bánh tét bánh chưng chưa luộc chín v,neutral,neutral
nhớ nhà,neutral,neutral
tia high cortisol song tia low cortisol song,neutral,neutral
chắc m đéo biết t t yêu m 3 army cutes,praise,neutral
2 đứa trẻ nhé,neutral,neutral
tỏ tình cứ ngọt lịm như thế bn gái xinh đổ rạp hết cmnl,praise,neutral
1 năm nữa sắp rồi dịch mãi không hết,neutral,neutral
hơn yêu thương hả,praise,neutral
3 cặp đôi 5 cặp chính ý tưởng mv ý nghĩa phúc giỏi nha,praise,neutral
sắp tết 202 rồi,neutral,neutral
thế,neutral,neutral
tui cày so le mv đ mv đvn,neutral,neutral
345 đỉnh cao thank you âm nhac,praise,neutral
hoan hô đức phúc,neutral,neutral
i love tết ất tỵ,neutral,neutral
không biết nghe không,neutral,neutral
xuất sắc luôn mn ơi nghe xong nhớ người yêu quáa huhu,praise,neutral
mọi người đều nhà để mình không nhà để,neutral,neutral
bây giờ 1 ngày mv lượt xem hơn so mv sơn tùng mv sơn tùng đứng đầu mv đứng thứ 2 nhỉ biết giải thích giùm tớ,praise,neutral
xem mv muốn khóc mình yêu xa mình sài gòn hà nội quen nhau 4th bọn mình sắp gặp nhau cô không chịu yêu xa bọn mình chia tay,praise,neutral
tụt hạng trend are ae ơi,neutral,neutral
vừa c why vừa đọc cmt như mk không nhỉ,neutral,neutral
vỗ tay,neutral,neutral
mv thêm cặp đôi xìnri nữa tuyệt vời tiếc anh xìn kh đọc tn,praise,neutral
bài hát nghe mình khóc nhỉ,neutral,neutral
nhà vượt số view chúng hiện tại sơn tùng chúc mừng đen nha,neutral,neutral
vừa cày chúng hiện tại vừa cày bài nàyhay thực sự,neutral,neutral
bài bài nhất mùa valentine video giúp cặp yêu nhau càng thêm sâu đậm đúng như số thể hơn nữa mãi mãi,praise,neutral
2021 mới phát hiện bài,neutral,neutral
mv ý nghĩa nhất xem đầu năm 2020 tới giờ,neutral,neutral
bài hát ấm áp,neutral,neutral
quê hà nam quê điểm danh,neutral,neutral
17122021bài sắp tròn 1 năm rồi nè nhanh thế,praise,neutral
ý nghĩa,neutral,neutral
hơn yêu thương,praise,neutral
mong tết,neutral,neutral
bài đúng không khí tếtnlun á,neutral,neutral
hic mv thông điệp quảng cáo nhẹ nhàng coi xong muốn kím honda mua,neutral,neutral
gần 10tr rồi cày tiếp thôi,neutral,neutral
ước ngày song ca bài anh đức phúc,neutral,neutral
sắp tết 2026 rồi nghe không ạ,neutral,neutral
nghe xong muốn nhà,neutral,neutral
ý nghĩa,neutral,neutral
nghe bài xong háo hức mong chờ tết để nhà,neutral,neutral
202 rồi nghe không nhỉ,neutral,neutral
1 triệu like mấy câu,neutral,neutral
nghe duc phuc xung dang co 10 ng yeu,neutral,neutral
mình nghe chỉ hơn 10k view nữa tròn 10m rồi thời buổi dịch bệnh nghe nhạc anh đen quả thật cảm động thấm thía,neutral,neutral
gem hỏi anh anh emyêu em nhìu không anh không cbiết phải nói thế để đúng dvới cảm xúc lòng gkhi anh nhìn em anh emthấy cuộc đời anh ckhứ tương lai hiện dtại không bao giờ phai tđk tình emyêu anh bmluôn thầm lặng không cnghĩa dkhông rộng glớn chỉ emanh đôi khó bmnói lời mong em chãy cảm nhận dthôi chorus cao hơn gnúi dài hơn gsông rộng hơn emđất xanh hơn emtrời canh yêu em canh yêu em nhìu thế dthôi vượt ngọn ggió vượt đại gdương vượt emnhững áng mây thiên emđường cdẫu nói bao cảm dgiác anh bây dgiờ lẽ hơn gcả yêu verse 2 ganh nhớ lần đầu emtiên gặp nhau chẳng biết ctrước lần lần dcuối anh yêu người đời ganh không mơ gặp emyêu nữa giờ anh cđã em rồi em dđi hết quãng đường dđời,praise,neutral
ya lao đời và kiếm cơm lao đời tìm cơ hội những thành thị thường lấp lánh còn đêm thành thị thường trơ trọi như mọi đứa trẻ khác lớn muốn xa hoài xa hoài nhà yên đợi đứa ngoài bước ngoài mới biết không bằng nhà nhà biết để mất trước sẵn sàng mở quà mở quà không phải võ sĩ phải giỏi đấu đá kiệt sức chỉ gắng giữ mình không xấu xa đôi bỗng thấy đồng cảm mai an tiêm bước chân sóng gió chỉ nhà mãi an yên ngoài phức tạp như rễ má dây mơ dây mơ nhà để phép mình ngây thơ mang bao náo nức xe trọn niềm thao thức xuân níu đêm ngày dòng người phố mang sắc mai hương đào tìm nơi ấm êm đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng dẫu muôn trùng vật đổi dời vật đổi dời nhà luôn nhà ngôi nhà góc vườn chó gà đám nói khó chiều thích gió trời hơn gió hoà ah ăn cơm mẹ nấu mặc áo mẹ may đưa ba chợ mua cây đào cây mai bày năm trời rã rời như máy oh nhà thấy áp lực nhẹ như bấc thổi bay thổi cái là bay ấm êm hơn bếp lửa ngọt bùi hơn lúa non nhà luôn mong chờ đứa dẫu mưa nắng không bao giờ nề hà hạnh phúc chỉ đơn giản nhà oh hạnh phúc nhà cô đơn nhà thành công nhà thất bại nhà mệt nhà mông lung nhà chênh vênh nhà không nhà không nhà nhà nhà đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà nhà thể lớn thể nhỏ thể không khang trang cha mẹ muốn sống đàng hoàng lớn người mong tương lai sáng lạng cặm cụi đời không bao giờ thấy than vãn đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà,praise,neutral
cám ơn anh sáng tác bài hát thật đẹp tình yêu em tin chắc nghe bài đều niềm tin tốt đẹp tình yêu 3,praise,neutral
mình độc thân nhé mọi người,neutral,neutral
hạnh phúc nhà mẹ chờ ba dang rộng cửa như thế đời chẳng quan trọng nữa ò,neutral,neutral
xem video chủ yếu xem winer x,criticism,neutral
thấy ông nam bên namquyen station không,neutral,neutral
em khóc are anh ơi,neutral,neutral
xe thăm ông bà mặc dù mấy tuần nữa tết dương rồi tết âm luôn không hiểu bật bài nghe thấy háo hức đón tết năm nữa trôi không mong cầu hơn sức khỏe ông bà cha mẹ gia đình hàng đều khỏe mạnh,neutral,neutral
low cortisol,neutral,neutral
3tr lượt xem 734n like 12n dislike 108trngười đăng kí đăng ký,neutral,neutral
tuyệt vời anh ơi,praise,neutral
đen chất nhất,neutral,neutral
thành công nhà thất bại nhà mệt mỏi nhà chặn cửa không nhà,neutral,neutral
tự dưng nổi nhỉ,neutral,neutral
như mình cảm thấy bài bài nhất đen không,neutral,neutral
2026 nghe không,neutral,neutral
mùng 29 bắc ninh không quê nghe bài đỡ nhớ,neutral,neutral
hoàng nhà chị giang hồ hoài anh thế,neutral,neutral
không biết nói bài hát tuyệt vời,praise,neutral
sắp tết chúng xe rong ruổi cung đường nhà,neutral,neutral
tình cảm anh dành em tuy không nhìn thấy mong em cảm nhận anh muốn nói em anh không biết nói gặp em anh chỉ biết anh yêu em,neutral,neutral
trăm trịu view rồi đg nhà hơn trăm cây thôi không xa chưa,neutral,neutral
nghe bài muốn rơi nc mắt ý nghĩa ạ tuỵt,neutral,neutral
cortisol video cortisol watch video,neutral,neutral
nhờ anh em thi chúng đề are,neutral,neutral
thieu dung ve nha sena god,neutral,neutral
cần thơ,neutral,neutral
1 bài hát vô ý nghĩa tình yêu thể phá vỡ mọi khoảng cách,praise,neutral
t chỉ biết hơn yêu 2 thằng đàn ông chai dầu ăn vài ngày sau thằng khám trĩ from 1 thằng không kì thị gay,praise,neutral
meo erik đẹp phúc cảm ơn meo chưa,praise,neutral
nghe nhìu bản cover đúng phúchay hơn,neutral,neutral
mong không đòi cover giá 20tr nữa ạ,neutral,neutral
bố mẹ hòa minzy,neutral,neutral
tết năm nay nhà rồi,neutral,neutral
hâm mộ gia đình tùng sơn,neutral,neutral
tính nay 6 ăn tết ăn tết biên giới cảm ơn 2 anh e cảm nhận cảm xúc lạc mất lâu bài hát đúng cận tết nghe cảm động,neutral,neutral
bài trước ánh nắng anh bây giờ bài hơn yêu e nghe hai bài e toàn hát hai bài hai bài hát tình yêu tuyệt vời,praise,neutral
cày view,neutral,neutral
tuyệt vời anh phúc,praise,neutral
vck hồ hoài anh li dị are,neutral,neutral
thấm câu chữ nhớ nhà nhớ bm,neutral,neutral
1 triệu like,neutral,neutral
1 năm ăn hại nữa sắp hết,neutral,neutral
chúc mừng anh,neutral,neutral
bài hát mv xúc động giọng đức phúc không để nóituy nhiên mình mới nghe bài lần đầu tiên hôm nghe hát đám cướigiọng ý trầm ấm vang tình cảm lắmcó lẽ bản đầu tiên mình nghe hát đối bản thân mình mình thích giọng hát hơn đp 1 chúthi,neutral,neutral
870 ông dislike nghe nhạc tò mò,neutral,neutral
noel không nhà,neutral,neutral
đức phúc hát mấy bài trầm trầm khỏi chê are,neutral,neutral
dislike không muốn nhà không,neutral,neutral
h xem,neutral,neutral
2023 rồi nà,neutral,neutral
khóc xem mv giống mình không,neutral,neutral
mang tiền mẹ nghe,neutral,neutral
anh ford đưa tới,neutral,neutral
bài nỗi quả trend mới òi ê bài tiếng việt toàn chat tiếng anh z,neutral,neutral
h nghe để top hong ne,neutral,neutral
coi khóc thật,neutral,neutral
chỉ đen jack ráp mẹ nhất,neutral,neutral
bếp lửa độ em v,neutral,neutral
dã man bây giờ mình mới nghe bài muốn khóc yêu thương cảm ơn em trai đức phúc nhé chúc em càng ngày càng phát triển đường âm nhạc đường đời cảm ơn em tạ ơn,praise,neutral
lần xem mv mình đều khóc nhớ chồng chồng mình bộ đội dịch mấy tháng rồi không nhà cảm ơn ông trời e gặp người như a yêu a,neutral,neutral
cách mv giống đoạn cuối phim chàng vợ em,neutral,neutral
đen vâu ca sĩ rap nghe hết 1 chứ không như ca sĩ ráp khác,neutral,neutral
st mtp thua jack đen vẩu tuổi,criticism,neutral
nghe đơn giản thấm ghê,criticism,neutral
low cortisol activ,neutral,neutral
vương tầm thế giới are,neutral,neutral
nghe bài muốn nhà,neutral,neutral
way write low cortisol bruh,neutral,neutral
thế,neutral,neutral
sang tiếng việt biết thất vọng sea games đất nước hoãn sang năm sau số ca mắc mới số người chết virút corona tiếp tục gia tăng chỉ mong luôn mạnh mẽ tiếp tục hoạt động ngôi nhà mình ngày tình trạng bệnh cải thiện thể trở sinh hoạt bình thường sea games tổ chức năm sau diễn suôn sẻ,neutral,neutral
iu anh,neutral,neutral
huhu muốn,neutral,neutral
cảm xúc hơn yêu thật kì lạ đúng không phúc cám ơn e mọi người cảm xúc thật lạ chúc e luôn thành công,praise,neutral
ngôi,neutral,neutral
cảm ơn ae tập đoàn sky fc ghé giữ top 3 chú vâu tuy mất top 2 rồi buồn,criticism,neutral
2026 nghe,neutral,neutral
a video mới tiếp e hóng,neutral,neutral
đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà lao đời để kiếm cơm lao đời tìm cơ hội tiếng thành thị thường lấp lánh đêm thành thị thường trơ trọi như mọi đứa trẻ khác lớn muốn xa hoài nhà yên đợi đứa ngoài bước ngoài rồi mới biết không bằng nhà biết để mắt trước sẵn sàng mở quà không phải võ sĩ phải giỏi đấu đá kiệt sức chỉ gắng giữ mình không xấu xa đôi bỗng thấy đồng cảm mai an tiêm bước chân sóng gió chỉ nhà mãi an yên ngoài phức tạp như rễ má dây mơ nhà để phép mình ngây thơ mang bao náo nức xe chở niềm háo hức xuân suốt đêm ngày dòng người phố mang sắc mai hương đào tìm nơi ấm êm đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà ngôi nhà góc vườn chó gà đám nói khó chiều thích gió trời hơn gió hòa ăn cơm mẹ nấu mặc áo mẹ may đưa ba chợ mua cây đào cây mai bày năm trời rã rời như máy nhà thấy áp lục nhẹ như bấc thổi bay ấm êm hơn bếp lửa ngọt bùi hơn lúa non nhà luôn mong chờ đứa dẫu mưa nắng không bao giờ nề hà hạnh phúc chỉ đơn giản nhà hạnh phúc nhà cô đơn nhà thành công nhà thất bại nhà mệt nhà mông lung nhà chênh vênh nhà không nhà nhà nhà đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà nhà thể lớn thể nhỏ thể không khang trang cha mẹ muốn sống đàng hoàng lớn người mong tương lai sáng lạng cặm cụi đời không bao giờ thấy than vãn đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà,praise,neutral
